transaction_id,transaction_datetime,branch_id,member_id,member_tier,channel,product_category,quantity,unit_price,discount_amount,total_amount,payment_method,satisfaction_score
T002080,2026-01-06 09:11,B08,,,In-store,Tea,4,90,0.00,360.00,QR PromptPay,
T002081,2026-01-06 10:06,B02,,,In-store,Coffee,2,115,0.00,230.00,QR PromptPay,
T002082,2026-01-06 10:09,B07,M0286,Silver,In-store,Bakery,3,75,0.00,225.00,Cash,
T002083,2026-01-06 10:18,B02,M0286,Silver,In-store,Coffee,4,80,0.00,320.00,Cash,3
T002084,2026-01-06 11:07,B01,M9351,Silver,App,Bakery,1,90,0.00,90.00,App Wallet,3
T002085,2026-01-06 11:21,B06,M0304,Platinum,In-store,Coffee,1,55,0.00,55.00,QR PromptPay,3
T002086,2026-01-06 11:29,B08,M0184,Bronze,Delivery,Tea,1,85,17.00,68.00,Credit Card,
T002087,2026-01-06 12:25,B04,,,Delivery,Coffee,2,60,0.00,120.00,Credit Card,
T002088,2026-01-06 14:27,b08,,,In-store,Coffee,4,95,0.00,380.00,QR PromptPay,5
T002089,2026-01-06 14:48,B03,M0197,Gold,In-store,Bakery,1,45,0.00,45.00,Credit Card,
T002090,2026-01-06 15:30,B03,,,App,Coffee,1,95,0.00,95.00,Credit Card,5
T002091,2026-01-06 15:32,B04,M0159,Platinum,In-store,Bakery,4,80,0.00,320.00,QR PromptPay,
T002092,2026-01-06 16:04,B08,M0324,Gold,In-store,Coffee,2,75,15.00,135.00,Cash,
T002093,2026-01-06 16:16,B07,,,In-store,Coffee,1,105,0.00,105.00,Credit Card,
T002094,2026-01-06 16:35,B02,,,In-store,Coffee,4,100,0.00,400.00,Cash,
T002095,2026-01-06 16:37,B07,M0093,Silver,In-store,Tea,1,70,0.00,70.00,QR PromptPay,
T002096,2026-01-06 16:42,B01,M0276,Bronze,In-store,Merchandise,2,475,0.00,950.00,QR PromptPay,4
T002097,2026-01-06 16:50,B06,M0197,Gold,App,Tea,1,85,0.00,85.00,App Wallet,
T002098,2026-01-06 16:53,B05,M0315,Bronze,In-store,Coffee,1,60,3.00,57.00,Credit Card,5
T002099,2026-01-06 17:19,B04,,,In-store,Coffee,1,65,0.00,65.00,QR PromptPay,
T002100,2026-01-06 17:35,B06,M0304,Platinum,In-store,Merchandise,1,610,0.00,610.00,Cash,
T002101,2026-01-06 17:43,B05,M0102,PLATINUM,Delivery,Bakery,4,95,0.00,380.00,Credit Card,
T002102,2026-01-06 18:44,B03,,,In-store,Coffee,1,80,0.00,80.00,Credit Card,
T002103,2026-01-07 07:54,B07,M0083,Bronze,In-store,Coffee,2,80,24.00,136.00,QR PromptPay,
T002104,2026-01-07 08:01,B03,M0245,Platinum,In-store,Coffee,2,85,8.50,161.50,Credit Card,
T002105,2026-01-07 08:10,B08,,,Delivery,Coffee,2,115,0.00,230.00,QR PromptPay,
T002106,2026-01-07 08:43,B07,M0101,BRONZE,In-store,Tea,1,55,0.00,55.00,Credit Card,
T002107,2026-01-07 08:52,B08,M0307,Platinum,App,Coffee,1,90,4.50,85.50,Credit Card,
T002108,2026-01-07 08:58,B05,M0297,Bronze,In-store,Coffee,4,115,0.00,460.00,Cash,5
T002109,2026-01-07 09:02,B05,,,In-store,Coffee,1,85,0.00,85.00,QR PromptPay,
T002110,2026-01-07 10:27,B05,M0120,Bronze,In-store,Coffee,1,90,0.00,90.00,Credit Card,
T002110,2026-01-07 10:27,B05,M0120,Bronze,In-store,Coffee,1,90,0.00,90.00,Credit Card,
T002111,2026-01-07 10:31,B06,M0047,Platinum,App,Coffee,1,85,12.75,72.25,App Wallet,
T002112,2026-01-07 10:41,B02,,,App,Coffee,2,65,0.00,130.00,Credit Card,4
T002113,2026-01-07 10:48,B05,M0120,Bronze,In-store,Bakery,1,80,0.00,30.00,Cash,4
T002114,2026-01-07 11:26,B04,M0284,Bronze,Delivery,Tea,2,75,0.00,150.00,QR PromptPay,5
T002115,2026-01-07 12:38,B03,,,app,Coffee,1,120,0.00,120.00,App Wallet,
T002116,2026-01-07 13:03,B08,,,In-store,Coffee,2,80,0.00,160.00,QR PromptPay,3
T002117,2026-01-07 13:39,B06,M0056,Platinum,Delivery,Bakery,2,100,10.00,190.00,Credit Card,
T002118,2026-01-07 13:48,B08,M0002,Bronze,Delivery,Coffee,2,95,0.00,190.00,Credit Card,
T002119,2026-01-07 13:52,B01,M0320,Bronze,In-store,Coffee,2,75,30.00,120.00,Cash,
T002120,2026-01-07 14:25,B08,M0002,Bronze,In-store,Coffee,3,120,0.00,360.00,QR PromptPay,4
T002121,2026-01-07 14:44,B07,M0196,Bronze,App,Coffee,1,80,0.00,80.00,Credit Card,
T002122,2026-01-07 15:00,B07,M0077,Gold,In-store,Coffee,2,105,0.00,210.00,Cash,
T002123,2026-01-07 16:21,B05,M0128,Bronze,In-store,Bakery,1,80,0.00,80.00,Credit Card,3
T002124,2026-01-07 16:24,B06,M0005,Bronze,App,Bakery,1,85,0.00,85.00,App Wallet,4
T002125,2026-01-07 16:30,B07,,,App,Coffee,1,105,0.00,105.00,Credit Card,
T002126,2026-01-07 16:34,B05,M0056,Platinum,In-store,Bakery,2,90,0.00,180.00,QR PromptPay,5
T002127,2026-01-07 16:45,B03,M0208,Gold,In-store,Coffee,1,85,12.75,72.25,Credit Card,
T002128,2026-01-07 16:59,B05,M0297,Bronze,Delivery,Coffee,2,110,0.00,220.00,Credit Card,5
T002129,2026-01-07 17:02,B02,,,App,Coffee,3,110,0.00,330.00,App Wallet,
T002130,2026-01-07 17:12,B04,M0274,Bronze,Delivery,Tea,1,70,0.00,70.00,QR PromptPay,
T002131,2026-01-07 17:34,B04,,,In-store,Coffee,4,55,0.00,220.00,Credit Card,3
T002132,2026-01-07 17:46,B07,,,In-store,Tea,2,55,0.00,110.00,Credit Card,5
T002133,2026-01-07 18:52,B03,,,In-store,Merchandise,3,810,0.00,2430.00,Cash,
T002134,2026-01-07 18:55,B06,,,In-store,Bakery,2,90,0.00,180.00,Cash,
T002135,2026-01-07 19:32,B07,,,Delivery,Coffee,3,120,0.00,360.00,QR PromptPay,
T002136,2026-01-07 19:41,B08,M0002,Bronze,In-store,Tea,1,75,0.00,75.00,QR PromptPay,4
T002137,2026-01-08 07:00,B05,M0310,Gold,In-store,Tea,2,55,0.00,110.00,Credit Card,
T002138,2026-01-08 07:47,B05,M0297,Bronze,In-store,Tea,1,75,0.00,75.00,Credit Card,
T002139,2026-01-08 08:03,B03,M0132,Bronze,App,Bakery,1,90,0.00,90.00,App Wallet,
T002140,2026-01-08 08:05,B08,,,In-store,Bakery,4,95,0.00,380.00,QR PromptPay,
T002141,2026-01-08 08:07,B07,M0050,Silver,In-store,Bakery,2,75,0.00,150.00,Cash,
T002142,2026-01-08 08:25,B01,M0127,Silver,App,Coffee,2,90,0.00,180.00,Credit Card,4
T002143,2026-01-08 09:47,B02,,,In-store,Bakery,1,95,0.00,95.00,Credit Card,
T002144,2026-01-08 10:07,B08,,,In-store,Tea,1,60,0.00,60.00,Credit Card,4
T002145,2026-01-08 12:37,B08,M0257,Silver,In-store,Merchandise,2,430,129.00,731.00,Credit Card,
T002146,2026-01-08 13:10,B02,,,App,Coffee,3,85,0.00,255.00,Credit Card,3
T002147,2026-01-08 13:27,B06,,,In-store,Coffee,1,80,0.00,80.00,Cash,
T002148,2026-01-08 13:51,B05,,,Delivery,Coffee,1,120,0.00,120.00,QR PromptPay,
T002149,2026-01-08 15:13,B06,M0058,Gold,App,Merchandise,1,485,0.00,485.00,App Wallet,
T002150,2026-01-08 15:21,B02,,,Delivery,Tea,2,70,0.00,140.00,Cash,
T002151,2026-01-08 15:46,B02,M0088,Bronze,Delivery,Merchandise,3,740,0.00,2220.00,QR PromptPay,
T002152,2026-01-08 15:59,B01,M0070,Bronze,In-store,Coffee,3,105,0.00,315.00,Credit Card,3
T002153,2026-01-08 17:57,B07,M0307,Platinum,In-store,Coffee,2,60,6.00,114.00,Credit Card,
T002154,2026-01-08 18:21,B06,M0058,Gold,App,Coffee,4,95,76.00,304.00,Credit Card,4
T002155,2026-01-08 18:51,B04,M0024,Platinum,In-store,Coffee,3,55,16.50,148.50,Cash,3
T002156,2026-01-08 19:01,B07,M9772,Bronze,Delivery,Tea,1,50,2.50,47.50,QR PromptPay,4
T002157,2026-01-09 07:18,B04,,,App,Coffee,1,95,0.00,95.00,App Wallet,
T002157,2026-01-09 07:18,B04,,,App,Coffee,1,95,0.00,95.00,App Wallet,
T002158,2026-01-09 07:44,B08,M0310,Gold,App,Tea,2,80,32.00,128.00,Credit Card,2
T002159,2026-01-09 08:03,B02,M0103,Silver,App,Bakery,4,100,0.00,400.00,Credit Card,
T002160,2026-01-09 08:09,B06,,,Delivery,Coffee,59,80,0.00,4720.00,Credit Card,3
T002161,2026-01-09 08:18,B05,M0297,Bronze,In-store,Coffee,4,115,0.00,460.00,Credit Card,5
T002162,2026-01-09 08:23,B04,M0324,Gold,In-store,Bakery,2,70,0.00,140.00,Credit Card,2
T002163,2026-01-09 08:38,B08,M0119,Bronze,In-store,Coffee,3,60,0.00,180.00,Cash,5
T002164,2026-01-09 11:01,B06,M0260,Gold,In-store,Bakery,2,45,0.00,90.00,QR PromptPay,
T002164,2026-01-09 11:01,B06,M0260,Gold,In-store,Bakery,2,45,0.00,90.00,QR PromptPay,
T002165,2026-01-09 11:29,B06,M0229,Platinum,In-store,Coffee,2,60,0.00,120.00,Credit Card,
T002166,2026-01-09 12:40,B04,M0171,Gold,In-store,Tea,1,90,18.00,72.00,Credit Card,
T002167,2026-01-09 12:48,B05,M0145,Brz,In-store,Bakery,2,60,0.00,120.00,Cash,
T002168,2026-01-09 13:07,B08,M0310,Gold,App,Coffee,1,110,5.50,104.50,Credit Card,4
T002169,2026-01-09 13:11,B04,,,App,Tea,2,65,0.00,130.00,Credit Card,4
T002170,2026-01-09 13:27,B6,M0273,Silver,App,Bakery,3,50,0.00,150.00,Credit Card,
T002171,2026-01-09 14:13,B06,M0304,Plat.,In-store,Coffee,2,60,0.00,120.00,Credit Card,2
T002172,2026-01-09 15:09,B04,M0019,Bronze,In-store,Bakery,2,80,0.00,160.00,Credit Card,4
T002173,2026-01-09 15:43,B03,M0096,Gold,App,Bakery,1,95,14.25,80.75,App Wallet,
T002174,2026-01-09 16:02,B07,M0054,Bronze,In-store,Coffee,1,95,0.00,95.00,Cash,5
T002175,2026-01-09 16:45,B08,M0051,Gold,App,Coffee,1,80,16.00,64.00,Credit Card,4
T002176,2026-01-09 17:15,B05,M0118,Gold,In-store,Merchandise,2,345,0.00,690.00,QR PromptPay,
T002175,2026-01-09 17:33,B08,M0051,Gold,App,Coffee,-1,80,-16.00,-64.00,Credit Card,
T002177,2026-01-09 17:40,B04,M0038,Gold,Delivery,Merchandise,2,545,218.00,872.00,Credit Card,
T002178,2026-01-09 18:58,B07,M0124,Bronze,In-store,Coffee,4,90,0.00,360.00,Credit Card,3
T002179,2026-01-10 07:37,B05,M0202,Bronze,App,Merchandise,4,785,0.00,3140.00,Credit Card,
T002180,2026-01-10 07:49,B01,M0302,Silver,In-store,Coffee,1,75,0.00,75.00,Cash,
T002181,2026-01-10 12:03,B01,,,App,Coffee,2,70,0.00,140.00,App Wallet,
T002182,2026-01-10 12:11,B06,M0273,Silver,In-store,Coffee,4,100,0.00,400.00,QR PromptPay,3
T002183,2026-01-10 12:18,B07,M0077,Gold,Delivery ,Bakery,2,100,0.00,200.00,QR PromptPay,4
T002184,2026-01-10 12:59,B08,M0051,Gold,In-store,Bakery,2,105,0.00,210.00,Credit Card,
T002185,2026-01-10 13:29,B01,M0114,Silver,Delivery,Coffee,2,65,6.50,123.50,QR PromptPay,
T002186,2026-01-10 14:30,B05,,,App,Coffee,1,95,0.00,95.00,Credit Card,
T002187,2026-01-10 15:47,B07,,,App,Coffee,2,65,0.00,130.00,Credit Card,
T002188,2026-01-10 17:14,B04,M0096,Gold,Delivery,Tea,2,90,0.00,180.00,QR PromptPay,4
T002188,2026-01-10 17:14,B04,M0096,Gold,Delivery,Tea,2,90,0.00,180.00,QR PromptPay,4
T002189,2026-01-10 18:05,B07,,,Delivery,Bakery,1,60,0.00,60.00,QR PromptPay,3
T002190,2026-01-10 18:20,B06,M0101,Bronze,In-store,Tea,1,65,0.00,-25.00,Cash,
T002191,2026-01-10 18:42,B07,,,In-store,Bakery,1,105,0.00,105.00,Credit Card,
T002192,2026-01-10 19:18,B04,M0016,Gold,In-store,Merchandise,1,705,141.00,564.00,QR PromptPay,
T002193,2026-01-11 07:14,B05,,,Delivery,Tea,4,80,0.00,320.00,Credit Card,4
T002194,2026-01-11 07:17,B05,,,Delivery,Bakery,2,90,0.00,180.00,Cash,
T002195,2026-01-11 07:22,B07,,,App,Coffee,2,65,0.00,130.00,App Wallet,
T002196,2026-01-11 07:35,B04,,,App,Coffee,1,75,0.00,75.00,App Wallet,
T002197,2026-01-11 07:43,B03,,,Delivery,Tea,2,65,0.00,130.00,Credit Card,
T002198,2026-01-11 08:41,B06,,,In-store,Coffee,1,120,0.00,120.00,Cash,4
T002199,2026-01-11 08:45,B05,,,App,Coffee,1,75,0.00,75.00,App Wallet,5
T002200,2026-01-11 08:53,B07,M0015,gold,In-store,Bakery,1,85,0.00,85.00,QR PromptPay,
T002201,2026-01-11 09:03,B07,M0175,Bronze,In-store,Coffee,1,75,0.00,-15.00,QR PromptPay,
T002202,2026-01-11 09:53,B05,M0209,Bronze,In-store,Coffee,1,110,0.00,110.00,Credit Card,
T002203,2026-01-11 10:10,B05,M0230,Silver,Delivery,Bakery,1,85,17.00,68.00,QR PromptPay,3
T002204,2026-01-11 10:26,B03,M0296,Bronze,In-store,Coffee,1,120,0.00,120.00,QR PromptPay,
T002205,2026-01-11 12:37,B07,M0040,bronze,Delivery,Bakery,1,60,0.00,60.00,QR PromptPay,4
T002206,2026-01-11 13:03,B06,,,App,Coffee,1,85,0.00,85.00,Credit Card,
T002207,2026-01-11 13:09,B06,M0304,Platinum,App,Bakery,1,105,0.00,105.00,App Wallet,
T002208,2026-01-11 13:53,B07,M0093,Silver,In-store,Coffee,4,80,0.00,320.00,QR PromptPay,
T002209,2026-01-11 13:55,B01,M0281,Silver,In-store,Bakery,4,100,0.00,400.00,Cash,
T002210,2026-01-11 14:05,B01,M0048,Silver,In-store,Coffee,3,80,0.00,240.00,Cash,2
T002211,2026-01-11 14:40,B02,,,In-store,Coffee,2,85,0.00,170.00,Cash,
T002212,2026-01-11 15:11,B06,M0003,Bronze,in-store,Merchandise,1,350,0.00,350.00,QR PromptPay,5
T002213,2026-01-11 15:13,b06,,,In-store,Coffee,1,60,0.00,60.00,Credit Card,
T002214,2026-01-11 15:38,B05,M0297,Bronze,In-store,Bakery,1,80,0.00,80.00,Credit Card,4
T002215,2026-01-11 15:59,B07,,,In-store,Coffee,1,110,0.00,110.00,Credit Card,
T002216,2026-01-11 16:08,B01,M0127,silver,App,Tea,1,60,0.00,60.00,App Wallet,
T002217,2026-01-11 16:19,B01,,,App,Coffee,1,55,0.00,55.00,App Wallet,
T002218,2026-01-11 16:21,B05,M0094,Bronze,In-store,Coffee,1,95,14.25,80.75,QR PromptPay,
T002219,2026-01-11 16:53,B02,M0142,Silver,App,Coffee,1,60,0.00,60.00,App Wallet,5
T002220,2026-01-11 17:35,B02,M0007,Bronze,In-store,Coffee,1,95,9.50,85.50,Credit Card,
T002221,2026-01-11 17:44,B08,M0002,Bronze,In-store,Merchandise,4,660,0.00,2640.00,QR PromptPay,4
T002222,2026-01-11 18:39,B01,M0056,Platinum,In-store,Merchandise,2,635,127.00,1143.00,Cash,
T002223,2026-01-11 18:56,B01,M0220,Bronze,In-store,Merchandise,1,480,0.00,480.00,Cash,
T002224,2026-01-11 19:18,B02,M0114,Silver,App,Bakery,1,95,0.00,95.00,App Wallet,
T002225,2026-01-12 07:37,B04,M0045,Gold,App,Tea,2,65,6.50,123.50,App Wallet,4
T002226,2026-01-12 07:41,B08,M0119,Bronze,Delivery,Merchandise,1,885,0.00,885.00,QR PromptPay,3
T002227,2026-01-12 08:15,B04,,,In-store,Coffee,2,80,0.00,160.00,Credit Card,3
T002228,2026-01-12 08:31,B07,M0275,Gold,In-store,Coffee,3,90,0.00,270.00,Cash,
T002229,2026-01-12 08:46,B02,M0222,Silver,In-store,Merchandise,1,460,46.00,414.00,Cash,
T002230,2026-01-12 10:03,B04,,,App,Coffee,1,100,0.00,100.00,App Wallet,4
T002231,2026-01-12 10:08,B04,M0024,Platinum,In-store,Bakery,4,55,44.00,176.00,Cash,
T002232,2026-01-12 11:17,B07,,,In-store,Bakery,1,65,0.00,65.00,QR PromptPay,
T002233,2026-01-12 12:10,B08,M0087,Bronze,In-store,Tea,3,80,0.00,250.00,QR PromptPay,
T002234,2026-01-12 12:12,B07,M0286,Silver,In-store,Coffee,1,65,13.00,52.00,Cash,
T002235,2026-01-12 12:34,B05,,,In-store,Tea,1,75,0.00,75.00,Credit Card,5
T002236,2026-01-12 12:48,B08,M0051,Gold,In-store,Coffee,2,105,0.00,210.00,QR PromptPay,
T002237,2026-01-12 13:04,B05,,,In-store,Coffee,1,100,0.00,100.00,Credit Card,
T002238,2026-01-12 13:31,B03,M0197,Gold,App,Bakery,1,90,18.00,72.00,App Wallet,
T002239,2026-01-12 14:18,B02,M0292,Silver,In-store,Bakery,1,110,0.00,110.00,Credit Card,
T002240,2026-01-12 15:11,B03,M0049,Silver,App,Tea,4,60,0.00,240.00,Credit Card,
T002241,2026-01-12 15:35,B07,,,In-store,Coffee,1,65,0.00,65.00,QR PromptPay,
T002242,2026-01-12 16:09,B07,M0077,Gold,In-store,Coffee,1,60,0.00,60.00,QR PromptPay,
T002243,2026-01-12 16:35,B06,M0058,Gold,App,Coffee,2,100,0.00,200.00,App Wallet,
T002244,2026-01-12 17:41,B02,M0210,Bronze,App,Coffee,1,55,0.00,55.00,App Wallet,
T002245,2026-01-12 17:48,B04,M0184,Bronze,App,Coffee,4,75,0.00,300.00,Credit Card,5
T002246,2026-01-12 17:48,B06,M0056,Platinum,In-store,Coffee,1,105,0.00,105.00,QR PromptPay,3
T002247,2026-01-12 18:25,B02,M0069,Platinum,In-store,Tea,2,80,0.00,160.00,Credit Card,3
T002248,2026-01-12 19:14,B04,M0144,Silver,App,Tea,1,75,0.00,75.00,Credit Card,
T002249,2026-01-12 19:38,B04,M0105,Gold,in-store,Coffee,4,70,0.00,280.00,QR PromptPay,
T002249,2026-01-12 19:59,B04,M0105,Gold,In-store,Coffee,-4,70,-0.00,-280.00,QR PromptPay,
T002250,2026-01-13 07:02,B03,M0132,Bronze,App,Bakery,1,80,4.00,76.00,Credit Card,
T002251,2026-01-13 08:35,B08,M0276,Bronze,Delivery,Coffee,1,80,0.00,80.00,Cash,
T002252,2026-01-13 08:58,B02,M0233,Bronze,In-store,Coffee,4,90,0.00,360.00,QR PromptPay,4
T002253,2026-01-13 09:07,B05,M0245,Platinum,In-store,Coffee,2,70,21.00,119.00,Credit Card,
T002254,2026-01-13 09:17,B01,,,In-store,Coffee,1,115,0.00,115.00,QR PromptPay,
T002255,2026-01-13 09:46,B01,M0032,Bronze,Delivery,Coffee,4,120,0.00,480.00,Credit Card,
T002256,2026-01-13 09:58,B07,M0196,Bronze,Delivery,Coffee,4,95,0.00,380.00,Cash,5
T002257,2026-01-13 12:35,B04,M0264,Bronze,In-store,Coffee,1,95,0.00,95.00,Cash,
T002258,2026-01-13 12:55,B01,M0114,Silver,In-store,Coffee,1,105,0.00,105.00,QR PromptPay,
T002259,2026-01-13 14:02,B06,M9351,Silver,In-store,Bakery,4,75,15.00,285.00,Credit Card,
T002260,2026-01-13 14:55,B01,M0284,Bronze,App,Bakery,4,65,0.00,260.00,App Wallet,
T002261,2026-01-13 15:13,B05,,,Delivery,Coffee,2,105,0.00,210.00,Credit Card,4
T002262,2026-01-13 16:00,B04,,,App,Coffee,4,80,0.00,320.00,Credit Card,4
T002263,2026-01-13 17:48,B03,M0264,Bronze,App,Coffee,1,95,0.00,95.00,App Wallet,4
T002264,2026-01-13 18:13,B07,M0170,Gold,In-store,Coffee,1,115,17.25,97.75,Cash,
T002265,2026-01-13 18:53,B06,M0147,Silver,In-store,Coffee,1,105,0.00,105.00,QR PromptPay,
T002266,2026-01-13 19:35,B05,M0092,Bronze,Delivery,Coffee,2,110,0.00,220.00,QR PromptPay,3
T002267,2026-01-13 19:53,B03,M0309,Silver,In-store,Coffee,4,90,0.00,360.00,Cash,4
T002268,2026-01-14 07:06,B05,M0297,Bronze,In-store,Merchandise,1,765,0.00,765.00,QR PromptPay,
T002269,2026-01-14 07:59,B01,,,In-store,Bakery,1,65,0.00,65.00,Cash,
T002270,2026-01-14 08:13,B02,M0136,Bronze,In-store,Coffee,1,115,0.00,115.00,QR PromptPay,
T002271,2026-01-14 08:27,B04,,,App,Bakery,2,45,0.00,90.00,App Wallet,
T002272,2026-01-14 08:32,B03,M0074,Platinum,Delivery,Coffee,2,85,17.00,153.00,Credit Card,4
T002273,2026-01-14 08:41,B07,M9388,Gld,App,Tea,1,95,0.00,95.00,App Wallet,2
T002274,2026-01-14 09:03,B02,,,In-store,Coffee,2,70,0.00,140.00,QR PromptPay,
T002275,2026-01-14 09:56,B01,M0208,Gold,In-store,Coffee,2,105,0.00,210.00,QR PromptPay,3
T002276,2026-01-14 10:13,B05,,,In-store,Bakery,1,105,0.00,105.00,Cash,
T002277,2026-01-14 11:20,B05,M0144,Silver,In-store,Coffee,1,115,0.00,115.00,QR PromptPay,
T002278,2026-01-14 12:52,B02,M0136,Bronze,In-store,Bakery,2,45,0.00,90.00,Cash,
T002279,2026-01-14 13:12,B03,M0038,Gold,App,Coffee,1,120,0.00,120.00,App Wallet,
T002280,2026-01-14 13:14,B04,M0250,Bronze,In-store,Coffee,3,60,0.00,180.00,QR PromptPay,3
T002281,2026-01-14 13:48,B07,M0115,Silver,In-store,Merchandise,2,670,0.00,1340.00,Cash,4
T002282,2026-01-14 14:50,B03,M0164,Bronze,Delivery,Coffee,1,60,0.00,60.00,QR PromptPay,
T002281,2026-01-14 15:04,B07,M0115,Silver,In-store,Merchandise,-2,670,-0.00,-1340.00,Cash,
T002283,2026-01-14 15:37,B07,M0086,Silver,In-store,Bakery,1,75,3.75,71.25,Cash,
T002284,2026-01-14 16:00,B02,,,App,Tea,1,60,0.00,60.00,Credit Card,
T002285,2026-01-14 16:00,B07,M0170,Gold,In-store,Bakery,2,65,26.00,104.00,QR PromptPay,
T002286,2026-01-14 17:04,B05,M0015,Gold,App,Coffee,3,75,0.00,225.00,App Wallet,
T002287,2026-01-15 08:14,B03,M0168,Gold,App,Coffee,4,105,63.00,357.00,Credit Card,
T002288,2026-01-15 08:26,B04,M0115,Silver,Delivery,Coffee,1,75,0.00,75.00,QR PromptPay,
T002289,2026-01-15 08:29,B06,M0273,Silver,In-store,Coffee,1,90,0.00,90.00,Credit Card,
T002290,2026-01-15 08:34,B04,M0250,Bronze,Delivery,Merchandise,2,870,0.00,1740.00,Cash,4
T002291,2026-01-15 09:28,B02,M0142,Silver,App,Merchandise,1,375,0.00,375.00,Credit Card,3
T002292,2026-01-15 10:15,B01,,,In-store,Bakery,2,60,0.00,120.00,Cash,4
T002293,2026-01-15 11:11,B04,M0258,BRONZE,In-store,Coffee,1,115,0.00,115.00,Cash,
T002294,2026-01-15 11:49,B04,M0144,Silver,In-store,Coffee,1,75,0.00,75.00,Cash,
T002295,2026-01-15 12:06,B05,,,In-store,Coffee,2,110,0.00,220.00,QR PromptPay,
T002296,2026-01-15 14:33,B06,M0056,Platinum,In store,Coffee,4,100,20.00,380.00,Cash,
T002297,2026-01-15 14:44,B05,M0307,Platinum,In-store,Coffee,1,95,0.00,95.00,Cash,
T002298,2026-01-15 15:03,B01,,,In-store,Tea,3,85,0.00,255.00,Credit Card,
T002299,2026-01-15 15:09,B01,M0114,Silver,In-store,Tea,2,55,22.00,88.00,Cash,4
T002300,2026-01-15 15:48,B04,M0115,Silver,App,Tea,2,70,0.00,140.00,App Wallet,
T002301,2026-01-15 16:07,B08,M0114,silver,In-store,Coffee,1,70,0.00,70.00,Cash,
T002302,2026-01-15 16:52,B03,M0197,Gold,In-store,Tea,1,55,0.00,55.00,Cash,
T002303,2026-01-15 17:29,B05,,,App,Merchandise,1,535,0.00,535.00,App Wallet,
T002304,2026-01-15 18:56,B03,M0103,Silver,Delivery,Merchandise,2,485,0.00,970.00,Cash,
T002305,2026-01-16 08:20,B04,M0155,Silver,In-store,Coffee,1,110,0.00,110.00,Cash,
T002306,2026-01-16 08:28,B02,M0170,Gold,In-store,Coffee,1,90,18.00,72.00,Credit Card,4
T002307,2026-01-16 08:54,B05,M0310,Gold,In-store,Bakery,2,85,0.00,170.00,QR PromptPay,
T002308,2026-01-16 10:26,B01,M0276,Bronze,App,Bakery,1,90,18.00,72.00,Credit Card,5
T002309,2026-01-16 10:32,B03,,,App,Coffee,1,70,0.00,70.00,Credit Card,
T002310,2026-01-16 11:21,B07,M0077,Gold,App,Coffee,3,100,60.00,240.00,App Wallet,3
T002311,2026-01-16 11:27,B03,M0214,Silver,In-store,Bakery,3,65,9.75,185.25,Credit Card,
T002312,2026-01-16 12:16,B05,M0102,Platinum,In-store,Bakery,3,45,0.00,135.00,QR PromptPay,3
T002313,2026-01-16 12:19,B07,M0054,Bronze,In-store,Tea,2,85,17.00,153.00,QR PromptPay,4
T002314,2026-01-16 12:45,B06,M0213,Slvr,In-store,Merchandise,1,405,0.00,405.00,QR PromptPay,
T002315,2026-01-16 13:50,B04,M0251,Bronze,In-store,Coffee,3,80,0.00,240.00,Credit Card,5
T002316,2026-01-16 13:57,B01,M0281,Silver,App,Coffee,2,95,0.00,190.00,Credit Card,4
T002317,2026-01-16 14:15,B04,M0263,Bronze,In-store,Coffee,1,110,0.00,110.00,Credit Card,
T002318,2026-01-16 14:38,B01,M0325,Platinum,App,Coffee,1,60,12.00,48.00,Credit Card,
T002319,2026-01-16 16:06,B06,M0304,Platinum,In-store,Bakery,1,70,0.00,70.00,Credit Card,
T002320,2026-01-16 16:18,B06,M0229,Platinum,In-store,Bakery,1,80,0.00,80.00,QR PromptPay,
T002321,2026-01-16 16:33,B02,M0248,Gold,In-store,Coffee,1,55,0.00,55.00,QR PromptPay,
T002322,2026-01-16 17:02,B07,M0284,Bronze,App,Coffee,3,80,36.00,204.00,Credit Card,5
T002323,2026-01-16 17:22,B01,,,In-store,Tea,3,55,0.00,165.00,QR PromptPay,3
T002324,2026-01-16 17:57,B05,M0240,Platinum,In-store,Tea,1,65,13.00,52.00,Credit Card,
T002325,2026-01-16 19:57,b01,,,App,Coffee,4,55,0.00,220.00,Credit Card,
T002326,2026-01-17 08:00,B07,,,Delivery,Coffee,2,110,0.00,220.00,Credit Card,4
T002327,2026-01-17 09:58,B06,,,App,Tea,1,85,0.00,85.00,Credit Card,
T002328,2026-01-17 10:06,B08,M0180,Bronze,In-store,Coffee,1,75,0.00,75.00,Credit Card,
T002329,2026-01-17 11:55,B04,M0294,Bronze,Instore,Bakery,2,45,0.00,90.00,Credit Card,5
T002330,2026-01-17 12:06,B02,M0160,Bronze,In-store,Coffee,1,95,0.00,95.00,QR PromptPay,
T002331,2026-01-17 12:45,B02,M0069,Platinum,In-store,Merchandise,2,630,0.00,1260.00,QR PromptPay,4
T002332,2026-01-17 13:25,B06,,,Delivery,Tea,1,80,0.00,80.00,QR PromptPay,5
T002333,2026-01-17 14:02,B01,M0276,Bronze,App,Tea,1,95,0.00,95.00,App Wallet,4
T002334,2026-01-17 14:32,B07,,,In-store,Tea,1,65,0.00,65.00,Credit Card,
T002335,2026-01-17 14:50,B02,M0222,Silver,In-store,Coffee,4,60,0.00,240.00,Credit Card,5
